,CCN,S_005_01_DTC_RS_RATE _97_5,S_004_01_PPR_PD_OBS_READM,S_004_01_PPR_PD_RSRR_97_5,S_004_01_PPR_PD_RSRR_2_5,S_013_01_DENOMINATOR,S_002_01_NUMERATOR,S_013_01_NUMERATOR,S_005_01_DTC_OBS_RATE,S_005_01_DTC_RS_RATE_2_5,S_005_01_DTC_NUMBER,S_001_01_DENOMINATOR,S_002_01_ADJ_RATE,S_002_01_OBS_RATE,S_004_01_PPR_PD_VOLUME,S_005_01_DTC_VOLUME,S_013_01_OBS_RATE,S_001_01_OBS_RATE,S_002_01_DENOMINATOR,S_001_01_NUMERATOR,S_004_01_PPR_PD_RSRR,S_004_01_PPR_PD_OBS,S_006_01_MSPB_NUMB,S_006_01_MSPB_SCORE,S_004_01_PPR_PD_COMP_PERF,S_005_01_DTC_RS_RATE,S_005_01_DTC_COMP_PERF
10723,455957,31.39,Not Available,Not Available,Not Available,61,0,0,22.22,30.98,10,61,0,0,Not Available,45,0,98.4,61,60,Not Available,Not Available,53,1.14,Not Available,31.18,Worse than the National Rate
10724,455959,41.7,Not Available,Not Available,Not Available,26,0,0,30.3,41.17,10,26,0,0,Not Available,33,0,100,26,26,Not Available,Not Available,28,1.34,Not Available,41.43,Worse than the National Rate
10725,455960,51.28,Not Available,Not Available,Not Available,110,0,0,44.44,50.59,28,110,0,0,Not Available,63,0,99.1,110,109,Not Available,Not Available,70,0.86,Not Available,50.92,Better than the National Rate
10726,455961,43.77,Not Available,Not Available,Not Available,93,2,0,35.59,43.21,21,93,2.7,2.2,Not Available,59,0,96.8,92,90,Not Available,Not Available,56,1.37,Not Available,43.51,Worse than the National Rate
10727,455962,Not Available,Not Available,Not Available,Not Available,37,1,2,Not Available,Not Available,Not Available,37,2.8,2.7,Not Available,23,5.4,100,37,37,Not Available,Not Available,28,1.1,Not Available,Not Available,Not Available
10728,455963,Not Available,Not Available,Not Available,Not Available,45,2,1,Not Available,Not Available,Not Available,45,4.4,4.4,Not Available,18,2.2,100,45,45,Not Available,Not Available,30,1.79,Not Available,Not Available,Not Available
10729,455965,60.24,Not Available,Not Available,Not Available,460,10,1,51.7,59.47,182,460,2.7,2.2,Not Available,352,0.2,99.8,460,459,Not Available,Not Available,361,0.89,Not Available,59.83,Better than the National Rate
10730,455968,49.84,Not Available,Not Available,Not Available,34,0,0,39.47,49.1,15,34,0,0,Not Available,38,0,97.1,33,33,Not Available,Not Available,43,1.21,Not Available,49.48,Better than the National Rate
10731,195408,43.07,Not Available,Not Available,Not Available,108,5,0,28.79,42.51,19,108,4,4.6,Not Available,66,0,100,108,108,Not Available,Not Available,61,1.33,Not Available,42.78,Worse than the National Rate
10732,195410,40.63,Not Available,Not Available,Not Available,35,2,0,33.33,40.1,11,35,5.1,5.7,Not Available,33,0,100,35,35,Not Available,Not Available,28,1.52,Not Available,40.37,Worse than the National Rate
10733,195412,37.29,Not Available,Not Available,Not Available,130,3,2,29.17,36.86,21,130,2.5,2.3,Not Available,72,1.5,100,130,130,Not Available,Not Available,90,1.11,Not Available,37.06,Worse than the National Rate
10734,195413,27.48,Not Available,Not Available,Not Available,78,5,0,14.52,27.05,9,78,7.4,6.4,Not Available,62,0,94.9,78,74,Not Available,Not Available,56,1.2,Not Available,27.26,Worse than the National Rate
10735,195414,41.84,Not Available,Not Available,Not Available,214,6,2,29.86,41.29,43,214,3.1,2.8,Not Available,144,0.9,100,214,214,Not Available,Not Available,145,1.18,Not Available,41.57,Worse than the National Rate
10736,195416,33.09,Not Available,Not Available,Not Available,144,4,3,20.21,32.67,19,144,2.5,2.8,Not Available,94,2.1,100,144,144,Not Available,Not Available,97,1.2,Not Available,32.88,Worse than the National Rate
10737,195420,23.95,Not Available,Not Available,Not Available,62,2,2,12.07,23.57,7,62,3.4,3.2,Not Available,58,3.2,100,62,62,Not Available,Not Available,57,1.26,Not Available,23.75,Worse than the National Rate
10738,195422,37,Not Available,Not Available,Not Available,73,2,0,26.79,36.54,15,73,2.4,2.7,Not Available,56,0,97.3,73,71,Not Available,Not Available,58,1.11,Not Available,36.77,Worse than the National Rate
10739,195423,27.76,Not Available,Not Available,Not Available,24,0,0,17.39,27.37,8,24,0,0,Not Available,46,0,100,24,24,Not Available,Not Available,45,1.37,Not Available,27.57,Worse than the National Rate
10740,195424,31.44,Not Available,Not Available,Not Available,137,1,4,25.56,31.09,23,137,0.7,0.7,Not Available,90,2.9,100,137,137,Not Available,Not Available,91,1.32,Not Available,31.27,Worse than the National Rate
10741,195425,25.86,Not Available,Not Available,Not Available,64,1,1,10.26,25.38,4,64,1.3,1.6,Not Available,39,1.6,98.4,64,63,Not Available,Not Available,43,1.85,Not Available,25.63,Worse than the National Rate
10742,195426,61.58,Not Available,Not Available,Not Available,92,6,0,56.25,60.75,36,92,6.1,6.5,Not Available,64,0,97.8,92,90,Not Available,Not Available,74,1.44,Not Available,61.2,Better than the National Rate
10743,195430,20.65,Not Available,Not Available,Not Available,37,0,3,8,20.2,6,37,0,0,Not Available,75,8.1,100,37,37,Not Available,Not Available,69,1.47,Not Available,20.41,Worse than the National Rate
10744,195431,39.07,Not Available,Not Available,Not Available,62,3,1,24.39,38.56,10,63,4.6,4.8,Not Available,41,1.6,95.2,63,60,Not Available,Not Available,45,1.09,Not Available,38.83,Worse than the National Rate
10745,195437,58.2,Not Available,Not Available,Not Available,120,0,0,48.96,57.39,47,120,0,0,Not Available,96,0,95,120,114,Not Available,Not Available,78,1.18,Not Available,57.76,Better than the National Rate
10746,195438,27.31,Not Available,Not Available,Not Available,168,1,4,18.18,26.98,14,168,0.7,0.6,Not Available,77,2.4,100,168,168,Not Available,Not Available,112,1,Not Available,27.15,Worse than the National Rate
10747,195439,40.28,Not Available,Not Available,Not Available,100,4,0,29.41,39.78,15,100,4.2,4,Not Available,51,0,100,100,100,Not Available,Not Available,63,1.06,Not Available,40.02,Worse than the National Rate
10748,195442,35.1,Not Available,Not Available,Not Available,11,Not Available,Not Available,20.83,34.62,10,11,Not Available,Not Available,Not Available,48,Not Available,Not Available,11,Not Available,Not Available,Not Available,54,1.41,Not Available,34.86,Worse than the National Rate
10749,455969,55.43,Not Available,Not Available,Not Available,236,2,6,49.02,54.75,75,236,0.8,0.8,Not Available,153,2.5,95.8,236,226,Not Available,Not Available,158,1.01,Not Available,55.12,Better than the National Rate
10750,455970,Not Available,Not Available,Not Available,Not Available,28,1,2,Not Available,Not Available,Not Available,28,3.9,3.7,Not Available,15,7.1,92.9,27,26,Not Available,Not Available,23,1.42,Not Available,Not Available,Not Available
10751,455972,Not Available,Not Available,Not Available,Not Available,11,Not Available,Not Available,Not Available,Not Available,Not Available,11,Not Available,Not Available,Not Available,10,Not Available,Not Available,11,Not Available,Not Available,Not Available,15,Not Available,Not Available,Not Available,Not Available
10752,455974,38.49,Not Available,Not Available,Not Available,58,0,0,28.57,38.06,14,58,0,0,Not Available,49,0,100,58,58,Not Available,Not Available,55,1.18,Not Available,38.28,Worse than the National Rate
10753,455975,63.42,Not Available,Not Available,Not Available,251,0,5,51.63,62.54,79,251,0,0,Not Available,153,2,98.4,251,247,Not Available,Not Available,157,1.06,Not Available,62.99,Better than the National Rate
10754,455981,Not Available,Not Available,Not Available,Not Available,26,0,0,Not Available,Not Available,Not Available,26,0,0,Not Available,23,0,100,26,26,Not Available,Not Available,25,0.86,Not Available,Not Available,Not Available
10755,455983,64.39,Not Available,Not Available,Not Available,479,29,7,65.09,63.57,207,479,7.5,6.1,Not Available,318,1.5,96.5,479,462,Not Available,Not Available,312,0.99,Not Available,63.98,Better than the National Rate
10756,455985,28.48,Not Available,Not Available,Not Available,67,0,0,15.63,28,5,67,0,0,Not Available,32,0,100,67,67,Not Available,Not Available,31,1.83,Not Available,28.23,Worse than the National Rate
10757,455986,44.41,Not Available,Not Available,Not Available,98,2,0,34.67,43.77,26,98,2.5,2,Not Available,75,0,98,98,96,Not Available,Not Available,65,1.01,Not Available,44.07,Worse than the National Rate
10758,455987,Not Available,Not Available,Not Available,Not Available,20,Not Available,1,Not Available,Not Available,Not Available,20,Not Available,Not Available,Not Available,17,5,100,19,20,Not Available,Not Available,14,Not Available,Not Available,Not Available,Not Available
10759,455989,Not Available,Not Available,Not Available,Not Available,28,0,0,Not Available,Not Available,Not Available,28,0,0,Not Available,14,0,100,28,28,Not Available,Not Available,17,Not Available,Not Available,Not Available,Not Available
10760,455994,Not Available,Not Available,Not Available,Not Available,27,0,0,Not Available,Not Available,Not Available,27,0,0,Not Available,20,0,100,27,27,Not Available,Not Available,30,1.19,Not Available,Not Available,Not Available
10761,455996,Not Available,Not Available,Not Available,Not Available,44,0,0,Not Available,Not Available,Not Available,44,0,0,Not Available,18,0,95.5,44,42,Not Available,Not Available,25,1.04,Not Available,Not Available,Not Available
10762,455999,25.16,Not Available,Not Available,Not Available,214,0,5,16.54,24.87,21,214,0,0,Not Available,127,2.3,100,214,214,Not Available,Not Available,94,1.55,Not Available,25.01,Worse than the National Rate
10763,465003,42.96,Not Available,Not Available,Not Available,89,0,0,34.09,42.31,15,89,0,0,Not Available,44,0,100,89,89,Not Available,Not Available,56,1.18,Not Available,42.64,Worse than the National Rate
10764,465006,41.76,Not Available,Not Available,Not Available,72,2,0,31.43,41.16,11,72,2.8,2.8,Not Available,35,0,100,72,72,Not Available,Not Available,32,0.91,Not Available,41.45,Worse than the National Rate
10765,465009,51.43,Not Available,Not Available,Not Available,49,0,0,42.42,50.59,14,49,0,0,Not Available,33,0,100,49,49,Not Available,Not Available,33,1.08,Not Available,51.02,Better than the National Rate
10766,195443,32.86,Not Available,Not Available,Not Available,99,2,1,26.76,32.49,19,99,1.9,2,Not Available,71,1,100,99,99,Not Available,Not Available,75,1.18,Not Available,32.66,Worse than the National Rate
10767,195445,16.22,Not Available,Not Available,Not Available,35,1,0,2.63,15.66,1,35,2.5,2.9,Not Available,38,0,100,35,35,Not Available,Not Available,36,1.88,Not Available,15.94,Worse than the National Rate
10768,195446,26.11,Not Available,Not Available,Not Available,55,2,0,7.69,25.55,2,55,3.1,3.6,Not Available,26,0,100,55,55,Not Available,Not Available,25,1.58,Not Available,25.82,Worse than the National Rate
10769,195447,32.88,Not Available,Not Available,Not Available,100,2,0,22.86,32.45,16,100,1.7,2,Not Available,70,0,100,100,100,Not Available,Not Available,78,1.11,Not Available,32.66,Worse than the National Rate
10770,195449,18.21,Not Available,Not Available,Not Available,60,3,0,0,17.57,0,60,4.1,5,Not Available,30,0,96.7,60,58,Not Available,Not Available,28,1.75,Not Available,17.9,Worse than the National Rate
10771,195452,43.77,Not Available,Not Available,Not Available,85,0,0,30.43,43.16,14,85,0,0,Not Available,46,0,100,85,85,Not Available,Not Available,64,1.11,Not Available,43.48,Worse than the National Rate
10772,195454,40.56,Not Available,Not Available,Not Available,89,3,3,21.05,39.88,8,92,4,3.3,Not Available,38,3.4,100,92,92,Not Available,Not Available,54,1.24,Not Available,40.21,Worse than the National Rate
10773,195458,24.44,Not Available,Not Available,Not Available,90,0,1,12,24.04,6,90,0,0,Not Available,50,1.1,84.4,90,76,Not Available,Not Available,64,1.6,Not Available,24.24,Worse than the National Rate
10774,195459,33.29,Not Available,Not Available,Not Available,83,0,2,22.64,32.91,12,83,0,0,Not Available,53,2.4,94,83,78,Not Available,Not Available,71,1.24,Not Available,33.1,Worse than the National Rate
10775,195460,29.94,Not Available,Not Available,Not Available,108,5,1,20.51,29.48,8,108,4.2,4.6,Not Available,39,0.9,100,108,108,Not Available,Not Available,62,1.46,Not Available,29.71,Worse than the National Rate
10776,195463,28.75,Not Available,Not Available,Not Available,144,3,1,18.18,28.41,18,144,2.1,2.1,Not Available,99,0.7,100,144,144,Not Available,Not Available,102,1.09,Not Available,28.57,Worse than the National Rate
10777,195464,32.37,Not Available,Not Available,Not Available,53,0,1,21.21,31.94,7,53,0,0,Not Available,33,1.9,100,53,53,Not Available,Not Available,24,1.3,Not Available,32.16,Worse than the National Rate
10778,195466,30.21,Not Available,Not Available,Not Available,120,7,1,20.22,29.82,18,120,6.8,5.8,Not Available,89,0.8,99.2,120,119,Not Available,Not Available,88,1.24,Not Available,30.02,Worse than the National Rate
10779,195467,Not Available,Not Available,Not Available,Not Available,36,1,1,Not Available,Not Available,Not Available,36,2.2,2.8,Not Available,24,2.8,100,36,36,Not Available,Not Available,22,1.11,Not Available,Not Available,Not Available
10780,195469,20.76,Not Available,Not Available,Not Available,83,6,1,6.52,20.27,3,83,8,7.2,Not Available,46,1.2,92.8,83,77,Not Available,Not Available,45,1.57,Not Available,20.53,Worse than the National Rate
10781,195471,21.35,Not Available,Not Available,Not Available,62,0,2,5.26,20.79,2,62,0,0,Not Available,38,3.2,100,62,62,Not Available,Not Available,37,1.19,Not Available,21.07,Worse than the National Rate
10782,195472,Not Available,Not Available,Not Available,Not Available,44,1,1,Not Available,Not Available,Not Available,44,2.1,2.3,Not Available,20,2.3,100,44,44,Not Available,Not Available,24,1.4,Not Available,Not Available,Not Available
10783,195473,Not Available,Not Available,Not Available,Not Available,40,1,2,Not Available,Not Available,Not Available,40,2.1,2.5,Not Available,23,5,100,40,40,Not Available,Not Available,30,1.02,Not Available,Not Available,Not Available
10784,465020,57.27,Not Available,Not Available,Not Available,51,2,0,58.06,56.43,18,51,4.8,3.9,Not Available,31,0,98,51,50,Not Available,Not Available,26,0.96,Not Available,56.85,Better than the National Rate
10785,465049,66.05,Not Available,Not Available,Not Available,63,0,1,55.1,64.9,27,63,0,0,Not Available,49,1.6,100,63,63,Not Available,Not Available,42,1.04,Not Available,65.47,Better than the National Rate
10786,465057,47.15,Not Available,Not Available,Not Available,50,4,0,43.18,46.53,19,50,7.2,8,Not Available,44,0,100,50,50,Not Available,Not Available,40,0.96,Not Available,46.83,Worse than the National Rate
10787,465059,Not Available,Not Available,Not Available,Not Available,47,0,0,Not Available,Not Available,Not Available,47,0,0,Not Available,24,0,95.7,47,45,Not Available,Not Available,32,1.02,Not Available,Not Available,Not Available
10788,465062,58.88,Not Available,Not Available,Not Available,385,3,0,64.71,58.05,143,386,1,0.8,Not Available,221,0,99.7,385,385,Not Available,Not Available,222,1.01,Not Available,58.47,Better than the National Rate
10789,465064,51.45,Not Available,Not Available,Not Available,82,0,1,50.98,50.77,26,82,0,0,Not Available,51,1.2,96.3,82,79,Not Available,Not Available,53,0.81,Not Available,51.11,Better than the National Rate
10790,465066,52.1,Not Available,Not Available,Not Available,94,2,1,45,51.25,27,94,2.2,2.1,Not Available,60,1.1,95.7,94,90,Not Available,Not Available,56,1.18,Not Available,51.7,Better than the National Rate
10791,465067,54.69,Not Available,Not Available,Not Available,280,4,1,50.53,53.94,95,280,1.6,1.4,Not Available,188,0.4,99.6,280,279,Not Available,Not Available,163,1.1,Not Available,54.32,Better than the National Rate
10792,465069,67.36,Not Available,Not Available,Not Available,91,0,0,68.75,66.39,44,91,0,0,Not Available,64,0,100,91,91,Not Available,Not Available,62,1,Not Available,66.88,Better than the National Rate
10793,465072,38.01,Not Available,Not Available,Not Available,87,0,1,30.95,37.43,13,87,0,0,Not Available,42,1.1,98.9,87,86,Not Available,Not Available,44,0.74,Not Available,37.72,Worse than the National Rate
10794,465074,Not Available,Not Available,Not Available,Not Available,17,Not Available,Not Available,Not Available,Not Available,Not Available,17,Not Available,Not Available,Not Available,13,Not Available,Not Available,17,Not Available,Not Available,Not Available,9,Not Available,Not Available,Not Available,Not Available
10795,465075,60.55,Not Available,Not Available,Not Available,325,5,1,58.64,59.78,129,325,1.8,1.5,Not Available,220,0.3,100,324,325,Not Available,Not Available,195,1.08,Not Available,60.16,Better than the National Rate
10796,465078,63.5,Not Available,Not Available,Not Available,316,4,3,62.9,62.67,139,316,1.5,1.3,Not Available,221,0.9,96.2,316,304,Not Available,Not Available,222,1.14,Not Available,63.07,Better than the National Rate
10797,465079,58.17,Not Available,Not Available,Not Available,124,9,0,58.16,57.39,57,124,8.2,7.3,Not Available,98,0,100,124,124,Not Available,Not Available,101,0.88,Not Available,57.79,Better than the National Rate
