,origin_id,origin_name,origin_zip,origin,destination_id,destination_name,destination_zip,destination,County,DISTANCE
0,395279,PINECREST MANOR,15857,763 JOHNSONBURG RD,395341,ELK HAVEN NURSING HOME,15857,785 JOHNSONBURG ROAD,Elk,0.29
