,origin_id,origin_name,origin_zip,origin,destination_id,destination_name,destination_zip,destination,County,DISTANCE
0,395221,DONAHOE MANOR,15522,136 DONAHOE MANOR ROAD,395422,PENNKNOLL VILLAGE,15537,208 PENNKNOLL ROAD,Bedford,3.91
